N,P,K,temperature,humidity,ph,rainfall,label
35,67,19,31.760698,60.065349,7.775306,74.915595,blackgram
34,66,19,32.970305,60.181221,7.586642,73.446787,blackgram
34,66,19,32.50167,60.530916,7.47339,73.038248,blackgram
32,65,19,34.946616,64.218897,7.168904,70.128442,blackgram
33,65,19,33.880899,60.065349,7.775306,71.94396,blackgram
21,63,19,29.58949,68.321768,6.928899,61.711114,blackgram
40,63,19,30.810678,68.039214,6.726023,63.372824,blackgram
52,63,19,29.58949,68.321768,6.928899,67.530212,blackgram
53,63,19,29.390256,69.961,6.919198,69.278047,blackgram
57,63,19,30.782605,65.919038,7.384675,62.194265,blackgram
59,63,19,31.586702,60.065349,6.500642,65.168462,blackgram
36,62,19,25.549401,68.278591,7.126962,73.895761,blackgram
53,61,19,28.592371,66.962031,7.051908,66.343867,blackgram
21,59,19,32.696627,68.207776,7.260962,73.074043,blackgram
58,58,19,28.634923,67.123071,7.35469,62.444714,blackgram
59,58,19,31.705786,61.488833,6.986289,67.991584,blackgram
23,57,19,32.839638,67.998036,7.251001,73.404527,blackgram
59,56,19,31.764324,63.206917,7.309183,69.835651,blackgram
22,55,19,33.868738,69.793465,7.435349,60.417903,blackgram
59,55,19,31.743795,62.510077,7.332375,68.970975,blackgram
32,80,18,31.829088,63.011608,6.529495,73.043391,blackgram
37,80,18,28.372339,69.961,7.211329,71.526533,blackgram
52,77,18,27.112784,67.213944,7.286382,61.032935,blackgram
29,76,18,28.541724,64.209777,6.706506,70.863408,blackgram
49,76,18,27.053652,67.701753,7.393632,60.469384,blackgram
39,75,18,28.002484,63.378277,6.500145,74.915595,blackgram
40,75,18,30.415885,67.663238,6.744412,63.024732,blackgram
41,74,18,28.757518,61.027015,6.599147,73.376868,blackgram
50,74,18,26.997387,62.9991,6.509154,74.091259,blackgram
50,74,18,27.035944,67.557596,7.394914,60.688147,blackgram
48,72,18,31.673762,67.576148,7.081957,74.915595,blackgram
21,71,18,31.924345,64.938566,7.21089,67.973123,blackgram
20,70,18,31.547434,62.681036,7.074679,68.148976,blackgram
20,70,18,32.263265,64.87714,7.363585,62.399364,blackgram
24,69,18,29.79425,65.015704,7.284881,65.531038,blackgram
39,68,18,34.006737,64.282003,7.702254,70.073036,blackgram
54,68,18,31.579189,69.961,7.226975,63.132748,blackgram
25,67,18,29.71041,63.068903,7.052027,71.067019,blackgram
53,67,18,31.601246,68.972991,7.388513,62.518629,blackgram
26,66,18,31.244889,68.214344,7.043188,68.467716,blackgram
53,66,18,32.062592,68.232309,7.164372,63.493716,blackgram
39,65,18,30.301605,68.803366,6.799406,65.398062,blackgram
25,63,18,26.73434,60.132637,7.040056,66.690968,blackgram
31,63,18,29.952367,67.096094,7.22122,64.642797,blackgram
40,63,18,30.415885,67.663238,6.744412,63.024732,blackgram
59,63,18,31.655312,60.132637,6.526692,66.690968,blackgram
20,62,18,29.363587,64.987429,7.366543,61.912087,blackgram
43,62,18,26.691945,62.776038,7.018731,63.497058,blackgram
59,62,18,31.171954,61.093621,6.657536,66.091448,blackgram
20,61,18,29.394699,65.959513,7.3623,64.172464,blackgram
55,61,18,27.52121,68.052382,7.284154,71.267471,blackgram
25,59,18,31.7964,67.957276,7.25491,70.834059,blackgram
46,59,18,27.964927,65.176551,6.787269,72.316462,blackgram
50,59,18,30.36746,61.522508,6.641818,67.870433,blackgram
44,58,18,28.036441,65.066017,6.814411,72.495077,blackgram
51,58,18,29.777904,61.560032,7.298485,70.876883,blackgram
53,58,18,27.915301,64.498883,6.689675,71.759544,blackgram
51,56,18,28.127878,64.209777,6.706506,70.863408,blackgram
58,56,18,30.21162,64.005819,7.380303,70.255378,blackgram
49,55,18,28.418433,64.642266,6.778307,72.0952,blackgram
21,79,17,27.247665,66.101231,6.92009,62.318421,blackgram
55,79,17,27.247665,69.693664,6.596719,62.318421,blackgram
58,79,17,27.247665,66.101231,7.041741,62.318421,blackgram
24,78,17,31.0911,69.941402,7.377901,61.191649,blackgram
32,78,17,30.134711,63.583717,6.753393,70.65718,blackgram
25,76,17,31.741054,68.635254,7.241149,62.306174,blackgram
44,76,17,31.741054,64.511368,7.33893,62.306174,blackgram
26,75,17,31.788631,69.306865,7.194865,64.183886,blackgram
49,75,17,26.338217,62.312008,6.500145,74.915595,blackgram
41,74,17,28.754583,60.075256,6.594167,74.915595,blackgram
50,74,17,27.100533,63.360856,6.540821,73.849499,blackgram
50,74,17,27.100533,69.693664,6.540821,70.271847,blackgram
50,73,17,27.031075,63.185706,6.558319,73.846017,blackgram
20,72,17,31.776817,69.018529,7.397191,65.820457,blackgram
21,72,17,31.521047,66.557237,7.580527,61.711114,blackgram
52,72,17,27.699509,69.334551,7.081512,72.251683,blackgram
47,71,17,31.560265,67.741946,7.105469,73.678226,blackgram
39,70,17,34.946616,66.789524,7.477479,71.010763,blackgram
20,68,17,29.842712,61.83634,6.500145,73.510077,blackgram
20,68,17,30.11873,60.116808,6.578715,71.729804,blackgram
40,68,17,34.126298,65.148775,7.73315,70.40795,blackgram
43,68,17,29.578127,66.175877,7.504608,73.58664,blackgram
33,67,17,33.862181,66.362866,7.444691,71.470054,blackgram
53,67,17,28.474423,69.018529,7.296972,69.527441,blackgram
53,67,17,31.776817,69.018529,7.296972,61.468929,blackgram
32,66,17,34.946616,65.26774,7.162358,70.141514,blackgram
36,66,17,30.085454,66.101231,6.668239,67.136744,blackgram
39,66,17,34.299946,63.460265,7.775306,69.967685,blackgram
58,66,17,34.946616,65.26774,7.041741,62.318421,blackgram
20,65,17,28.962183,62.393564,6.500145,72.670325,blackgram
50,65,17,27.100533,63.360856,6.540821,71.505695,blackgram
32,64,17,34.946616,65.267328,6.997731,70.896211,blackgram
29,63,17,30.026299,67.888116,7.261543,66.472646,blackgram
29,63,17,29.451801,65.297226,7.053125,66.154194,blackgram
33,63,17,28.570061,65.717658,7.261543,70.086643,blackgram
40,63,17,30.101693,66.593296,6.931536,63.699837,blackgram
47,63,17,27.614442,67.272981,6.680538,74.915595,blackgram
37,62,17,25.685767,69.84354,7.121255,74.620687,blackgram
56,62,17,25.685767,69.84354,7.152272,66.371712,blackgram
59,62,17,31.585603,60.132231,6.511581,67.679631,blackgram
25,61,17,27.219359,64.011762,7.119252,63.738805,blackgram
40,61,17,30.949082,65.148775,7.73315,62.787309,blackgram
46,61,17,27.675961,66.298198,6.722213,72.502101,blackgram
27,60,17,26.417683,63.646983,7.026795,64.421771,blackgram
57,60,17,26.237731,66.614528,7.504608,73.58664,blackgram
57,60,17,26.237731,67.885214,7.504608,73.58664,blackgram
55,59,17,27.977667,65.221851,7.371375,72.710527,blackgram
60,59,17,31.868473,65.26774,7.191523,70.141514,blackgram
34,58,17,28.546224,60.181221,7.586642,73.446787,blackgram
45,58,17,27.163776,66.102919,6.576545,74.617519,blackgram
59,58,17,28.546224,66.313941,7.368319,62.834699,blackgram
53,57,17,31.495633,60.065349,6.992611,70.307619,blackgram
58,57,17,28.427827,66.509085,7.327973,64.4914,blackgram
58,57,17,29.246978,65.123708,7.268262,62.404146,blackgram
59,56,17,31.728302,62.027611,7.304783,69.042208,blackgram
58,79,16,27.247665,65.335381,7.041741,62.262425,blackgram
54,77,16,28.694961,63.252702,7.151949,72.539512,blackgram
56,77,16,28.318446,62.181175,7.501049,66.362141,blackgram
57,77,16,28.825316,62.87753,7.100775,64.483241,blackgram
55,76,16,34.373291,69.693664,6.596719,63.299008,blackgram
56,76,16,28.544163,60.333635,7.576675,63.755703,blackgram
56,76,16,28.272659,61.189562,7.513151,63.299008,blackgram
56,76,16,28.147519,61.789217,7.455598,63.17929,blackgram
57,75,16,32.286365,64.640685,6.992572,65.713279,blackgram
57,74,16,32.455297,64.057281,6.954427,65.321389,blackgram
40,73,16,33.369844,65.677182,6.874142,64.895175,blackgram
58,73,16,33.369844,65.677182,6.874142,64.895175,blackgram
53,72,16,29.58766,63.671745,7.507496,72.205585,blackgram
22,71,16,33.972798,63.478229,7.401722,62.01508,blackgram
52,71,16,27.742748,68.539971,7.075886,71.786153,blackgram
52,71,16,28.434406,68.314025,7.129452,71.265473,blackgram
52,71,16,28.570061,68.539971,7.075886,70.086643,blackgram
55,71,16,33.537493,66.197447,7.244939,66.259014,blackgram
59,71,16,33.34343,65.351796,6.862076,66.898217,blackgram
59,71,16,34.11556,65.0328,6.603096,64.449934,blackgram
60,71,16,27.733969,67.748839,7.087949,74.915595,blackgram
23,70,16,33.551684,63.343359,7.344081,61.841812,blackgram
51,70,16,33.622635,66.806528,7.527983,65.72978,blackgram
52,70,16,27.161591,66.760172,6.92009,69.851123,blackgram
52,70,16,33.668554,66.604169,7.534812,67.325206,blackgram
53,70,16,28.50404,66.758845,7.30473,71.44659,blackgram
59,70,16,33.668554,62.510077,7.534812,67.325206,blackgram
35,69,16,32.65656,60.065349,7.585096,71.515302,blackgram
27,68,16,29.517333,66.449668,7.074778,69.949351,blackgram
56,68,16,32.587642,69.118897,6.684681,71.291973,blackgram
57,68,16,33.775613,69.961,6.500145,69.734876,blackgram
24,67,16,29.247753,67.404823,7.15772,69.040705,blackgram
26,67,16,29.107131,67.905774,7.176208,67.833459,blackgram
55,67,16,34.373291,69.693664,6.596719,70.271847,blackgram
55,67,16,34.306052,69.398895,6.686223,69.990708,blackgram
55,67,16,34.373291,64.511368,6.596719,63.465465,blackgram
26,66,16,29.058057,68.010868,7.201129,67.841844,blackgram
36,66,16,30.216694,68.780015,6.696956,63.727425,blackgram
53,66,16,34.946616,69.961,6.557669,73.015567,blackgram
37,65,16,29.969035,69.961,6.697745,70.167054,blackgram
54,65,16,34.215916,69.75191,6.582804,71.107165,blackgram
34,64,16,28.375393,63.612751,6.502126,68.829299,blackgram
45,63,16,26.548923,64.485146,6.829517,73.738119,blackgram
47,63,16,27.440033,67.104644,6.661871,72.506698,blackgram
47,63,16,27.483774,66.955128,6.673058,72.505845,blackgram
44,62,16,26.544172,63.730693,7.194881,63.479678,blackgram
57,62,16,31.476448,60.945304,6.539939,67.553626,blackgram
35,61,16,31.141725,63.349366,7.525406,65.927655,blackgram
59,61,16,26.578543,67.598214,7.775306,74.915595,blackgram
34,60,16,30.799743,66.57744,7.080272,66.09878,blackgram
34,60,16,31.319656,64.352838,7.320829,63.930689,blackgram
34,60,16,31.357308,64.249921,7.322555,63.856689,blackgram
34,60,16,31.344053,64.29798,7.314415,63.844976,blackgram
33,59,16,31.353481,64.29779,7.333737,62.591524,blackgram
35,59,16,30.133329,65.335112,7.382933,64.957041,blackgram
56,59,16,26.490351,67.880088,7.484022,74.801807,blackgram
52,58,16,30.640958,61.145086,7.167436,71.369475,blackgram
52,58,16,28.840792,61.145086,7.167436,70.254967,blackgram
52,58,16,26.417683,63.646983,7.026795,64.421771,blackgram
59,58,16,27.71289,67.182118,7.381074,61.134787,blackgram
53,56,16,28.720962,65.676823,7.507079,62.462105,blackgram
50,55,16,27.458536,65.335381,7.581443,69.460209,blackgram
50,55,16,28.814607,65.335381,7.581443,62.262425,blackgram
50,55,16,28.814607,65.335381,7.581443,62.262425,blackgram
54,80,15,29.975673,64.806372,7.480662,72.898314,blackgram
47,79,15,27.440033,67.104644,7.454532,72.506698,blackgram
56,79,15,29.4844,63.199153,7.454532,71.890907,blackgram
30,78,15,28.211134,61.872568,6.75343,69.56043,blackgram
30,78,15,27.403948,64.902412,7.165491,68.289182,blackgram
56,78,15,29.65948,62.434112,7.380743,70.543531,blackgram
24,77,15,31.683724,69.099005,7.225282,60.663943,blackgram
31,77,15,28.414,63.324243,7.010857,68.293207,blackgram
25,76,15,31.741054,64.511368,7.33893,62.306174,blackgram
29,76,15,28.541724,64.202015,7.025608,69.688623,blackgram
50,76,15,27.213111,63.33077,6.526501,74.915595,blackgram
58,76,15,25.255962,64.202015,7.025608,68.646851,blackgram
25,75,15,31.572078,67.988489,7.256995,62.124179,blackgram
30,75,15,28.891274,64.964724,7.278471,71.682075,blackgram
56,75,15,30.201572,60.065349,7.152272,66.371712,blackgram
57,75,15,29.981831,60.065349,7.156769,60.417903,blackgram
48,74,15,27.100255,62.097139,6.553211,71.722333,blackgram
53,74,15,29.434638,64.943294,7.517097,72.178182,blackgram
58,74,15,33.448253,65.698302,6.890487,64.320704,blackgram
49,72,15,31.307018,69.961,7.056597,74.915595,blackgram
49,72,15,32.797668,68.779941,7.137005,74.869608,blackgram
49,72,15,31.558463,67.835638,7.137005,74.869608,blackgram
54,72,15,28.593279,63.891841,7.591405,73.484466,blackgram
58,71,15,27.825928,67.586188,6.919244,74.012297,blackgram
58,71,15,27.825928,67.586188,6.596719,74.012297,blackgram
23,70,15,34.600825,63.112968,7.403623,60.417903,blackgram
29,70,15,30.334997,63.547189,6.872594,74.166991,blackgram
50,70,15,32.447743,65.775731,7.363939,72.350669,blackgram
57,69,15,30.609578,68.482194,6.78212,72.422023,blackgram
32,67,15,34.946616,65.484986,7.188183,72.141423,blackgram
36,66,15,29.892884,68.65339,6.648146,67.422509,blackgram
36,66,15,30.085454,69.34812,6.668239,67.136744,blackgram
57,66,15,34.489715,69.692169,6.591756,72.05835,blackgram
36,65,15,28.352548,62.820931,6.505417,72.899037,blackgram
29,64,15,30.074314,67.714728,7.260697,64.923464,blackgram
35,64,15,28.474423,63.536045,6.500145,69.527441,blackgram
43,63,15,27.65648,64.360557,7.347278,64.205386,blackgram
43,63,15,27.012037,64.439371,7.342915,63.818704,blackgram
44,63,15,30.949082,64.233641,7.402892,63.465465,blackgram
44,63,15,26.42333,64.511368,7.33893,63.465465,blackgram
44,63,15,26.591463,64.28405,7.316259,63.038506,blackgram
45,63,15,26.751328,65.563057,7.358768,64.067912,blackgram
57,63,15,30.126383,64.199335,7.136693,60.458712,blackgram
40,62,15,29.710125,64.165917,7.352956,65.013007,blackgram
41,62,15,29.384003,64.149285,7.358975,65.241944,blackgram
44,62,15,26.42333,66.637972,7.538631,65.816559,blackgram
48,62,15,25.365861,66.637972,7.538631,65.816559,blackgram
32,61,15,31.572295,65.676133,7.355947,61.520425,blackgram
46,61,15,27.536228,68.062551,6.635486,74.915595,blackgram
58,61,15,30.949082,64.233641,7.402892,62.787309,blackgram
34,60,15,31.465076,65.48467,7.300385,62.711634,blackgram
34,60,15,31.503953,64.814491,7.303085,60.417903,blackgram
49,60,15,25.816021,67.788556,7.673207,64.076147,blackgram
55,60,15,32.797668,68.779941,7.163044,64.114111,blackgram
29,56,15,28.127878,63.547189,6.872594,74.166991,blackgram
27,79,85,17.065793,17.540241,5.996932,70.871506,chickpea
42,79,85,17.141861,17.066243,6.129534,83.746067,chickpea
42,79,85,17.223852,15.820693,6.129534,76.57581,chickpea
54,78,85,17.339754,16.803292,8.041224,85.098853,chickpea
45,77,85,17.180976,14.637534,6.077796,76.685598,chickpea
54,77,85,17.141861,17.066243,7.829211,83.746067,chickpea
42,76,85,17.223852,19.685385,6.129534,76.57581,chickpea
44,76,85,20.186494,19.6372,7.150681,78.260396,chickpea
55,76,85,17.232925,18.112767,7.849281,82.942227,chickpea
45,75,85,20.777485,18.969334,6.943199,78.89381,chickpea
44,74,85,20.187981,19.586509,7.166164,78.327054,chickpea
44,74,85,18.888525,14.994511,7.150681,78.260396,chickpea
44,74,85,20.186494,19.6372,7.150681,78.260396,chickpea
26,73,85,18.904863,18.168972,6.456587,71.001928,chickpea
31,73,85,19.84442,14.25804,6.297035,89.438975,chickpea
42,73,85,20.215509,18.647739,7.452888,79.561528,chickpea
55,73,85,19.011923,14.405485,7.346119,93.030476,chickpea
57,73,85,18.493112,14.72115,7.3581,91.945954,chickpea
22,72,85,18.868056,15.658092,6.391174,88.51049,chickpea
22,72,85,17.091042,18.251421,6.391174,87.274449,chickpea
24,72,85,18.729631,19.181973,6.545889,80.64054,chickpea
33,72,85,18.782496,18.257462,7.169073,68.608426,chickpea
23,71,85,19.002294,17.008109,6.919119,82.989687,chickpea
32,71,85,20.627675,14.440089,6.403982,92.066303,chickpea
22,69,85,19.228377,15.20825,6.313266,89.491362,chickpea
40,69,85,19.760496,16.981191,8.254804,79.85179,chickpea
49,69,85,18.493112,15.361435,7.263119,91.945954,chickpea
37,66,85,20.931753,18.714832,7.06479,88.458569,chickpea
37,66,85,20.931753,18.912954,6.456148,78.069108,chickpea
58,66,85,20.993736,14.440089,6.403982,93.552801,chickpea
23,63,85,18.361594,19.969789,8.811498,78.652607,chickpea
23,62,85,19.11033,17.357045,8.475356,82.716627,chickpea
23,62,85,18.974248,19.516122,8.490127,80.710874,chickpea
27,62,85,18.19737,14.710705,7.3581,91.945954,chickpea
57,62,85,17.924058,19.535807,8.311682,73.888008,chickpea
22,60,85,18.839291,14.740719,7.811998,94.781896,chickpea
22,60,85,18.784128,14.813597,7.746028,94.724013,chickpea
22,60,85,18.907092,14.994209,7.672532,94.024226,chickpea
42,60,85,19.030253,18.667256,6.129534,94.70992,chickpea
33,58,85,17.887765,18.72832,5.996932,68.814051,chickpea
39,58,85,17.887765,15.405897,8.104396,68.549329,chickpea
39,58,85,17.887765,15.405897,5.996932,68.549329,chickpea
38,57,85,17.746334,16.856475,6.034943,68.822387,chickpea
44,57,85,19.483168,19.6372,7.150681,80.498629,chickpea
56,57,85,19.178168,17.255029,6.610964,73.971328,chickpea
23,56,85,18.208104,17.328374,6.539186,79.549911,chickpea
24,56,85,18.199036,17.413332,6.545889,80.64054,chickpea
51,56,85,20.269923,14.782844,6.827038,88.111789,chickpea
52,56,85,20.118745,14.442283,6.817124,88.681686,chickpea
24,55,85,18.044694,17.194042,6.548365,79.341723,chickpea
50,55,85,19.828715,14.25804,6.609207,87.336156,chickpea
33,75,84,19.462104,18.72832,7.217018,68.814051,chickpea
43,73,84,19.870073,19.25055,6.893067,80.368708,chickpea
23,72,84,19.020613,17.131591,6.920251,79.926981,chickpea
28,72,84,18.729631,19.181973,6.481783,71.580102,chickpea
39,71,84,20.281559,16.395352,8.140825,82.523397,chickpea
24,70,84,18.326116,17.130472,6.712897,82.087546,chickpea
58,70,84,19.483985,17.36308,6.696355,77.467527,chickpea
58,70,84,20.65432,16.608208,6.231049,74.663112,chickpea
59,70,84,17.334868,18.74927,7.550808,82.617347,chickpea
60,70,84,17.547457,17.659856,7.526399,83.896923,chickpea
60,69,84,18.934559,19.969789,6.605505,84.744667,chickpea
24,64,84,19.465268,19.125658,8.245658,79.522024,chickpea
23,60,84,18.517341,15.166065,7.426972,94.444071,chickpea
38,60,84,17.334868,18.74927,8.868741,82.617347,chickpea
57,60,84,19.103428,17.261845,6.586777,75.491012,chickpea
59,60,84,19.030253,18.667256,7.690962,94.70992,chickpea
38,58,84,17.576094,15.457015,5.989061,68.450438,chickpea
52,57,84,20.302661,14.437566,6.822063,87.146426,chickpea
41,56,84,17.646855,15.72158,6.03591,70.793342,chickpea
26,80,83,17.084985,16.145658,7.5286,71.310073,chickpea
27,79,83,17.145924,17.765062,6.303086,71.835573,chickpea
27,76,83,19.128294,14.922415,6.289614,89.618578,chickpea
27,76,83,19.265467,14.859027,6.324421,89.059551,chickpea
31,74,83,19.186213,16.54249,6.25556,70.253717,chickpea
42,74,83,19.020613,17.131591,7.545258,65.78042,chickpea
42,74,83,19.258256,14.280419,7.545258,65.78042,chickpea
57,74,83,18.297002,15.092395,7.336909,89.884972,chickpea
25,73,83,18.686841,17.521726,7.527445,80.60874,chickpea
55,73,83,18.537596,14.25804,7.371272,92.789382,chickpea
27,72,83,18.420393,18.899337,6.329997,71.073345,chickpea
47,72,83,18.202395,14.865718,7.378833,80.365517,chickpea
42,70,83,18.109488,17.324252,6.781511,79.859335,chickpea
60,68,83,19.120652,18.434758,6.620901,85.529502,chickpea
60,68,83,20.995022,16.367356,6.303126,73.568413,chickpea
56,67,83,18.897802,16.718266,8.255451,69.095125,chickpea
40,65,83,19.221416,16.172009,6.445627,68.817012,chickpea
36,64,83,20.400713,19.371975,6.424897,75.864973,chickpea
58,63,83,18.314753,19.148318,8.076688,72.259816,chickpea
59,62,83,18.576659,19.220082,8.104396,72.949404,chickpea
57,61,83,19.313333,16.503784,6.565705,76.518083,chickpea
32,60,83,19.691417,19.442254,8.829273,91.760716,chickpea
56,60,83,19.174024,17.458131,6.948542,75.519403,chickpea
28,59,83,17.510779,17.122768,6.169707,92.196023,chickpea
23,58,83,17.589518,17.189776,6.38242,80.814345,chickpea
53,58,83,19.143631,15.164737,7.06647,85.261221,chickpea
35,57,83,19.588697,17.878921,7.503553,81.591221,chickpea
35,57,83,19.483168,17.445346,7.476801,80.498629,chickpea
60,57,83,19.120652,17.445346,7.476801,80.498629,chickpea
36,56,83,18.576659,19.220082,7.452671,72.949404,chickpea
36,56,83,18.897802,19.761829,7.452671,69.095125,chickpea
38,55,83,19.627509,18.42159,8.458632,75.684977,chickpea
59,55,83,20.326132,17.321143,8.758235,81.539804,chickpea
27,79,82,17.065793,17.540241,6.307005,70.871506,chickpea
28,79,82,20.566019,16.107479,6.654425,83.759371,chickpea
43,79,82,18.426068,17.560215,7.052923,78.598988,chickpea
27,78,82,17.024985,17.770521,6.442413,69.902991,chickpea
43,77,82,17.393433,15.692411,5.988993,75.691012,chickpea
55,77,82,17.024985,17.256211,7.640909,85.939486,chickpea
28,76,82,20.566019,14.25804,6.654425,83.759371,chickpea
30,76,82,20.265676,17.941861,7.828847,79.757992,chickpea
31,76,82,20.824845,17.850571,7.59928,79.205092,chickpea
31,76,82,20.824845,17.850571,6.35874,79.205092,chickpea
29,75,82,18.983903,19.706226,6.343685,69.791634,chickpea
30,75,82,19.653568,18.041795,8.080147,80.363238,chickpea
33,75,82,20.522937,16.713142,8.006661,65.113656,chickpea
23,73,82,18.978281,16.575654,6.976776,82.197508,chickpea
23,73,82,19.666962,16.692397,7.14441,78.729115,chickpea
28,72,82,17.573433,18.514515,8.469772,82.77365,chickpea
22,71,82,18.812177,17.504752,6.898746,77.468316,chickpea
26,71,82,19.508681,15.264033,7.474878,82.116622,chickpea
43,70,82,18.280521,18.437585,6.876874,78.725001,chickpea
49,70,82,20.65432,15.361435,6.231049,81.787105,chickpea
58,70,82,20.526639,17.306486,6.2712,70.719328,chickpea
41,69,82,20.022247,16.602968,6.755765,68.983144,chickpea
41,69,82,20.023815,16.632945,6.715587,68.978065,chickpea
49,69,82,18.315615,15.361435,7.263119,81.787105,chickpea
58,69,82,19.89512,17.307801,8.120654,92.846854,chickpea
60,69,82,18.696314,16.64862,8.161324,69.240338,chickpea
27,68,82,17.065793,17.540241,6.307005,70.871506,chickpea
36,67,82,19.601088,15.931438,6.644256,84.559696,chickpea
30,65,82,20.714244,15.278241,7.103798,76.778887,chickpea
30,65,82,20.61743,15.298323,7.12552,76.704528,chickpea
22,64,82,19.489743,17.172603,6.474025,87.513128,chickpea
58,64,82,18.117369,18.594592,8.096787,72.896125,chickpea
57,62,82,19.615226,18.519207,7.8957,94.781896,chickpea
32,60,82,19.502049,19.59548,8.868741,92.762269,chickpea
32,60,82,19.503698,18.480719,8.817637,90.385395,chickpea
31,59,82,19.418191,19.056507,8.789341,92.805307,chickpea
35,59,82,19.132166,17.220496,7.058372,78.848001,chickpea
40,58,82,17.982207,15.227505,6.016176,69.356185,chickpea
